Logradouro/Nome,Bairro/Distrito,Localidade/UF,CEP
Rua José Felipe Meira,Cidade Industrial,Curitiba/PR,81310-320
Rua Santa Ângela de Mérici,Cidade Industrial,Curitiba/PR,81310-330
Rua Adão de Araújo,Cidade Industrial,Curitiba/PR,81310-340
Rua Presidente Marechal Dutra,Cidade Industrial,Curitiba/PR,81310-350
Rua Santa Beatriz de Vicência,Cidade Industrial,Curitiba/PR,81310-360
Rua Valdyr Grando,Cidade Industrial,Curitiba/PR,81310-370
Rua Antônio Aggio,Cidade Industrial,Curitiba/PR,81310-380
Travessa dos Marceneiros,Cidade Industrial,Curitiba/PR,81310-390
Rua Baldur Magnus Grubba - de 3131/3132 a 4129/4130,Cidade Industrial,Curitiba/PR,81310-400
Travessa Leovegildo Marchioro,Cidade Industrial,Curitiba/PR,81310-405
Travessa Vercy Caggiano,Cidade Industrial,Curitiba/PR,81310-406
Travessa Braz Ribeiro,Cidade Industrial,Curitiba/PR,81310-407
Travessa Ladislau Veiga,Cidade Industrial,Curitiba/PR,81310-408
Travessa Mário Pinheiro,Cidade Industrial,Curitiba/PR,81310-410
Travessa Carlos Golinelli,Cidade Industrial,Curitiba/PR,81310-415
Travessa Daniel de Camargo,Cidade Industrial,Curitiba/PR,81310-416
Travessa Nair Rosa Mendes,Cidade Industrial,Curitiba/PR,81310-417
Travessa Mário Semokoviski,Cidade Industrial,Curitiba/PR,81310-420
Travessa Padre Pedro Fuss,Cidade Industrial,Curitiba/PR,81310-425
Travessa Maria Milchin,Cidade Industrial,Curitiba/PR,81310-430
Travessa Tenente Manoel de Lima,Cidade Industrial,Curitiba/PR,81310-435
Travessa Elzira Harthman,Cidade Industrial,Curitiba/PR,81310-436
Travessa Mauro Luiz de Matos,Cidade Industrial,Curitiba/PR,81310-437
Travessa Nair Cordeiro Ribeiro,Cidade Industrial,Curitiba/PR,81310-440
Travessa Rai Fischer,Cidade Industrial,Curitiba/PR,81310-445
Travessa Ervino Ramm,Cidade Industrial,Curitiba/PR,81310-446
"Rua Pedro Gusso, 2635

Siemens Ltda",Cidade Industrial,Curitiba/PR,81310-900
Avenida das Indústrias - até 1099/1100,Cidade Industrial,Curitiba/PR,81312-000
Rua Maurício Miguel Nasser Abrão,Cidade Industrial,Curitiba/PR,81312-010
Rua Projetada 07,Cidade Industrial,Curitiba/PR,81312-020
Rua Projetada 09,Cidade Industrial,Curitiba/PR,81312-030
Rua Jornalista Reinaldo Dacheux Pereira,Cidade Industrial,Curitiba/PR,81312-040
Rua Brazílio de Araújo,Cidade Industrial,Curitiba/PR,81312-050
Rua Ervino Jaros,Cidade Industrial,Curitiba/PR,81312-060
Rua João Laurindo de Souza Neto,Cidade Industrial,Curitiba/PR,81312-070
Rua José Marcelino da Silva Júnior,Cidade Industrial,Curitiba/PR,81312-080
Rua Agostinho Brusamolin,Cidade Industrial,Curitiba/PR,81312-090
Rua João Ewert,Cidade Industrial,Curitiba/PR,81312-100
Rua José Zaleski,Cidade Industrial,Curitiba/PR,81312-110
Rua Ernesto Biscardi,Cidade Industrial,Curitiba/PR,81312-120
Rua Fernando Knaipp,Cidade Industrial,Curitiba/PR,81312-130
Rua Desembargador Ernani Guarita Cartaxo,Cidade Industrial,Curitiba/PR,81312-140
Rua Victoria Dudek,Cidade Industrial,Curitiba/PR,81312-150
Rua Valentin Deda,Cidade Industrial,Curitiba/PR,81312-160
Rua Capitão Argemiro Monteiro Wanderley,Cidade Industrial,Curitiba/PR,81312-170
Rua Pedro Gusso - de 3121/3122 ao fim,Cidade Industrial,Curitiba/PR,81315-000
Rua Deusdedite de Araújo,Cidade Industrial,Curitiba/PR,81315-010
Praça Doutor Lysandro Santos Lima,Cidade Industrial,Curitiba/PR,81315-015
Rua Maria Emiliano de Moraes,Cidade Industrial,Curitiba/PR,81315-020
Rua Newton de Luca,Cidade Industrial,Curitiba/PR,81315-030
Rua João Chalbaud Biscaia,Cidade Industrial,Curitiba/PR,81315-040
Rua Sargento Marcelino Gonçalves Filho,Cidade Industrial,Curitiba/PR,81315-050
Rua Lourival Manoel de Freitas,Cidade Industrial,Curitiba/PR,81315-060
Rua Francisco Domingos Juglair,Cidade Industrial,Curitiba/PR,81315-070
Rua Altemo Bastos Ferreira,Cidade Industrial,Curitiba/PR,81315-080
Rua Renê Borba Carneiro,Cidade Industrial,Curitiba/PR,81315-090
Rua Evangelistas,Cidade Industrial,Curitiba/PR,81315-095
Praça Euclides da Silva,Cidade Industrial,Curitiba/PR,81315-100
Rua Eugênia Maria Baptista,Cidade Industrial,Curitiba/PR,81315-110
Rua Dinarte Pinto,Cidade Industrial,Curitiba/PR,81315-120
Rua José Kalil,Cidade Industrial,Curitiba/PR,81315-130
Rua Santo Hilário,Cidade Industrial,Curitiba/PR,81315-140
Rua Oscar Dias Negrão,Cidade Industrial,Curitiba/PR,81315-150
Rua João Ribeiro Baptista,Cidade Industrial,Curitiba/PR,81315-160
Rua Etelvina Cordeiro Ribas,Cidade Industrial,Curitiba/PR,81315-170
Rua Aroldo Coture,Cidade Industrial,Curitiba/PR,81315-180
Rua São Gregório X,Cidade Industrial,Curitiba/PR,81315-190
Rua São Jerônimo Emiliano,Cidade Industrial,Curitiba/PR,81315-210
Rua Nagib Nakle Mitri,Cidade Industrial,Curitiba/PR,81315-220
Rua Santa Genoveva,Cidade Industrial,Curitiba/PR,81315-230
Rua João Carlos Pinheiro de Lima,Cidade Industrial,Curitiba/PR,81315-240
Rua Doutor José Salvador Ferreira,Cidade Industrial,Curitiba/PR,81315-250
Rua Dorilda Simões Vieira,Cidade Industrial,Curitiba/PR,81315-260
Rua Marina de Souza Board,Cidade Industrial,Curitiba/PR,81315-270
Praça Lino da Rocha,Cidade Industrial,Curitiba/PR,81315-272
Rua Maria Teodoro Vilalva,Cidade Industrial,Curitiba/PR,81315-280
Rua Manoel Taborda Ribas,Cidade Industrial,Curitiba/PR,81315-290
Rua Paulo César Padilha,Cidade Industrial,Curitiba/PR,81315-310
Rua Taquara,Cidade Industrial,Curitiba/PR,81315-315
Rua São Luciano,Cidade Industrial,Curitiba/PR,81315-320
Rua Hercílio Kulcheski,Cidade Industrial,Curitiba/PR,81315-330
Rua Stellamaris da Silva Rocha Mello,Cidade Industrial,Curitiba/PR,81315-340
Rua Áurea da Conceição Furtado Kulcheski,Cidade Industrial,Curitiba/PR,81315-350
Rua Eudóxia Zafiez Santos,Cidade Industrial,Curitiba/PR,81315-360
Rua São Paulo Miki,Cidade Industrial,Curitiba/PR,81315-370
Rua Estanislau Szarek,Cidade Industrial,Curitiba/PR,81315-380
Rua Guilherme Luiz de Vasconcelos Lara,Cidade Industrial,Curitiba/PR,81315-390
Praça Pantelis Stergov Zafires,Cidade Industrial,Curitiba/PR,81315-400
Rua Paulo Laureano da Costa,Cidade Industrial,Curitiba/PR,81315-410
Rua Hamilton Taborda Ribas,Cidade Industrial,Curitiba/PR,81315-420
Rua Antônio Borges,Cidade Industrial,Curitiba/PR,81315-430
Rua Eduardo Walter Wannagat,Cidade Industrial,Curitiba/PR,81315-440
Rua Odete Tezolin,Cidade Industrial,Curitiba/PR,81315-450
Rua Santo Higino,Cidade Industrial,Curitiba/PR,81315-460
Rua João Argino Nogueira,Cidade Industrial,Curitiba/PR,81315-470
Rua Fermina Andrade da Silveira,Cidade Industrial,Curitiba/PR,81315-480
Rua Walfrido de Britto,Cidade Industrial,Curitiba/PR,81315-490
Praça Luiz Otávio Leal,Cidade Industrial,Curitiba/PR,81315-500
Rua Alvim Jareski,Cidade Industrial,Curitiba/PR,81315-510
Rua Tito Galvão Filho,Cidade Industrial,Curitiba/PR,81315-520
Rua João Krul,Cidade Industrial,Curitiba/PR,81315-530
Rua São Policarpo,Cidade Industrial,Curitiba/PR,81315-540
Rua Gilberto Narcizo,Cidade Industrial,Curitiba/PR,81315-550
Rua Santo Adriano,Cidade Industrial,Curitiba/PR,81315-560
Rua Rosa Simão,Cidade Industrial,Curitiba/PR,81315-570
Rua Tereza Delminda da Silva Costa,Cidade Industrial,Curitiba/PR,81315-580
Rua São Sérgio,Cidade Industrial,Curitiba/PR,81315-590
Praça do Evangelho Quadrangular,Cidade Industrial,Curitiba/PR,81315-600
Rua Maria Cecília Aguiar de Toledo Piza,Cidade Industrial,Curitiba/PR,81315-610
Rua Saturnino Travisani,Cidade Industrial,Curitiba/PR,81315-620
Rua Deodato Ribas Sabóia,Cidade Industrial,Curitiba/PR,81315-630
Rua Jefferson Luís Caetano,Cidade Industrial,Curitiba/PR,81315-640
Rua Valdomiro Buhrer,Cidade Industrial,Curitiba/PR,81315-650
Rua Orlando Luís Lamarca,Cidade Industrial,Curitiba/PR,81315-660
Rua Humberto Calixto Fruet,Cidade Industrial,Curitiba/PR,81315-670
Jardinete Luís Carlos Marrero,Cidade Industrial,Curitiba/PR,81315-675
Rua Léa Moreira de Souza Moura,Cidade Industrial,Curitiba/PR,81315-680
Rua São Severino,Cidade Industrial,Curitiba/PR,81315-685
Rua Antônio de Oliveira Santos,Cidade Industrial,Curitiba/PR,81315-690
Rua do Servidor Público,Cidade Industrial,Curitiba/PR,81315-695
Terminal Cidade Industrial,Cidade Industrial,Curitiba/PR,81315-700
Rua Thereza Mouro Peinado,Cidade Industrial,Curitiba/PR,81315-710
Rua Nimer Madi Sobrinho,Cidade Industrial,Curitiba/PR,81315-720
Rua Francisco Pereira Mesquita,Cidade Industrial,Curitiba/PR,81315-730
Rua Santa Olívia,Cidade Industrial,Curitiba/PR,81315-740
"Rua Pedro Gusso, 4300

Conjunto Residencial Parque Verde",Cidade Industrial,Curitiba/PR,81315-900
"Rua Léa Moreira de Souza Moura, 271

CMD Cidade Industrial de Curitiba",Cidade Industrial,Curitiba/PR,81315-970
Rua Carlos Klemtz,Fazendinha,Curitiba/PR,81320-000
Rua José Correia Sérgio,Fazendinha,Curitiba/PR,81320-010
Rua Afonso Fruet,Fazendinha,Curitiba/PR,81320-020
Rua Luís Ivancheck,Fazendinha,Curitiba/PR,81320-023
Rua Aristides Borsato,Fazendinha,Curitiba/PR,81320-030
Rua Rio Azul,Fazendinha,Curitiba/PR,81320-040
Rua Guapirama,Fazendinha,Curitiba/PR,81320-050
Rua Icaraíma,Fazendinha,Curitiba/PR,81320-060
Rua Jorge Felipe Daher Filho,Fazendinha,Curitiba/PR,81320-070
Rua Manoel Felipe Daher,Fazendinha,Curitiba/PR,81320-080
Rua Nicolau Hornung,Fazendinha,Curitiba/PR,81320-082
Rua Paulo José Friebe,Fazendinha,Curitiba/PR,81320-083
Rua Alcides José Francisco,Fazendinha,Curitiba/PR,81320-086
Rua Antônio Carvalho,Fazendinha,Curitiba/PR,81320-088
Rua Irineu da Silva,Fazendinha,Curitiba/PR,81320-089
Rua Professor Elevir Dionysio,Fazendinha,Curitiba/PR,81320-090
Rua Francisco Nowotarski,Fazendinha,Curitiba/PR,81320-100
Rua Olinda Carlos Belmont,Fazendinha,Curitiba/PR,81320-102
Rua Angelina Ansai,Fazendinha,Curitiba/PR,81320-110
Rua Jandira Ferreira dos Santos,Fazendinha,Curitiba/PR,81320-118
Rua Carlos Alberto de Lima Fagundes,Fazendinha,Curitiba/PR,81320-120
Rua Fortunato de Mio,Fazendinha,Curitiba/PR,81320-130
Rua Daniel Mikovski,Fazendinha,Curitiba/PR,81320-140
Rua Miguel Odia Fagundes,Fazendinha,Curitiba/PR,81320-150
Rua Sérgio Navarro,Fazendinha,Curitiba/PR,81320-160
Rua Antônio Rechetelo,Fazendinha,Curitiba/PR,81320-170
Rua Alfredo José Pinto,Fazendinha,Curitiba/PR,81320-180
Rua Juvenal Carvalho,Fazendinha,Curitiba/PR,81320-185
Rua Doutor Egídio Pereira,Fazendinha,Curitiba/PR,81320-190
Rua Adolfo Froese,Fazendinha,Curitiba/PR,81320-200
Rua José V. Pinheiro de Proença,Fazendinha,Curitiba/PR,81320-210
Rua Luiz Carlos Bruginski,Fazendinha,Curitiba/PR,81320-220
Rua Bruno Alfredo Schindler,Fazendinha,Curitiba/PR,81320-230
Rua Adalberto Navarrete de Andrade,Fazendinha,Curitiba/PR,81320-240
Rua Professor Orlando Alves Chaves,Portão,Curitiba/PR,81320-250
Praça Manoel Tambosi,Portão,Curitiba/PR,81320-252
Rua Doutor Manoel Francisco Ferreira Correia,Portão,Curitiba/PR,81320-260
Rua Antônio Barbosa Ferraz Júnior,Portão,Curitiba/PR,81320-270
Rua Alberto Rutz,Portão,Curitiba/PR,81320-280
Rua Desembargador Lauro Sodré Lopes,Portão,Curitiba/PR,81320-290
Rua Ricardo Negrão Filho,Portão,Curitiba/PR,81320-300
Rua General Pedro Labatut,Portão,Curitiba/PR,81320-310
Rua Doutor Percival Loyola,Portão,Curitiba/PR,81320-320
Rua Alfredo Jaime Felippe,Portão,Curitiba/PR,81320-330
Rua João Botto de Barros,Portão,Curitiba/PR,81320-332
Rua Alberto Müller Sobrinho,Portão,Curitiba/PR,81320-340
Rua Antônio Ferreira Lemos,Portão,Curitiba/PR,81320-342
Rua Viviany Cristina Wanto,Portão,Curitiba/PR,81320-345
Rua Francisco Santiago Soares,Portão,Curitiba/PR,81320-350
Rua Francisco Tissot,Portão,Curitiba/PR,81320-360
Rua Jorge Tanner,Portão,Curitiba/PR,81320-370
Rua José Diedsitsch,Portão,Curitiba/PR,81320-380
Rua Dionira Moletta Klemtz,Fazendinha,Curitiba/PR,81320-390
Rua Sezefredo Homann,Fazendinha,Curitiba/PR,81320-400
Largo São Silvestre,Fazendinha,Curitiba/PR,81320-410
Rua Antônio Dalmarco,Fazendinha,Curitiba/PR,81320-420
Rua Jair Fernandes de Araújo,Fazendinha,Curitiba/PR,81320-440
Rua Hiromasa Ishikawa,Fazendinha,Curitiba/PR,81320-450
Rua Roque Navarrete Sanchez,Fazendinha,Curitiba/PR,81320-460
Rua José Gavioli,Fazendinha,Curitiba/PR,81320-470
Rua da Cidadania da Fazendinha,Fazendinha,Curitiba/PR,81320-490
Largo Juraci Nadalin,Fazendinha,Curitiba/PR,81320-500
Rua Clara Leineker Rechetelo,Fazendinha,Curitiba/PR,81320-502
Rua Mauro Rodinski,Fazendinha,Curitiba/PR,81320-505
Rua Adorides de Jesus Cruz Camargo,Fazendinha,Curitiba/PR,81320-510
Rua Dorotéa Armelinda de Souza,Fazendinha,Curitiba/PR,81320-520
Rua Adelino Vessossi,Fazendinha,Curitiba/PR,81320-540
Terminal Fazendinha,Fazendinha,Curitiba/PR,81320-560
"Rua Carlos Klemtz, 1994 Loja 08 Clique e Retire Correios

AGF Fazendinha Clique e Retire",Fazendinha,Curitiba/PR,81320-959
"Rua Carlos Klemtz, 1994 Loja 08

AGF Fazendinha",Fazendinha,Curitiba/PR,81320-981
Avenida Frederico Lambertucci,Fazendinha,Curitiba/PR,81330-000
Rua Doutor Augusto Lobo de Moura,Fazendinha,Curitiba/PR,81330-010
Rua João Antônio Braga Cortes,Fazendinha,Curitiba/PR,81330-020
Rua Ludovico Bauml,Fazendinha,Curitiba/PR,81330-030
Rua Marquês de Olinda,Fazendinha,Curitiba/PR,81330-040
Rua Pedro Polati,Fazendinha,Curitiba/PR,81330-050
Rua Maria Quitéria,Fazendinha,Curitiba/PR,81330-060
Rua Adinar dos Santos Ribeiro,Fazendinha,Curitiba/PR,81330-070
Rua Olegário Maciel,Fazendinha,Curitiba/PR,81330-080
Rua Pinheiro Machado,Fazendinha,Curitiba/PR,81330-090
Rua Marcos Baggio,Fazendinha,Curitiba/PR,81330-100
Jardinete Roberto Kosop,Fazendinha,Curitiba/PR,81330-105
Rua Victor Camargo,Fazendinha,Curitiba/PR,81330-110
Rua Barão de Itamaracá,Fazendinha,Curitiba/PR,81330-120
Rua Antônio Gomide,Fazendinha,Curitiba/PR,81330-130
Rua Henrique Mattioli,Fazendinha,Curitiba/PR,81330-140
Rua Araripe Júnior,Fazendinha,Curitiba/PR,81330-150
Rua Mário de Andrade,Fazendinha,Curitiba/PR,81330-160
Rua Fernando de Souza Costa,Fazendinha,Curitiba/PR,81330-170
Rua Ary Rolim Costa,Fazendinha,Curitiba/PR,81330-180
Rua Rotterdam,Fazendinha,Curitiba/PR,81330-190
Rua Arnaldo Thá,Fazendinha,Curitiba/PR,81330-200
Travessa Dina Ramos Breyer,Fazendinha,Curitiba/PR,81330-202
Rua Luiz Scuissatto,Fazendinha,Curitiba/PR,81330-210
Rua Miguel Ozório de Almeida,Fazendinha,Curitiba/PR,81330-220
Rua Ambrósio Milton Scuissiatto,Fazendinha,Curitiba/PR,81330-230
Rua Jacob Scuissiatto,Fazendinha,Curitiba/PR,81330-240
Rua João Caxambu,Fazendinha,Curitiba/PR,81330-250
Rua David Escuissato,Fazendinha,Curitiba/PR,81330-260
Rua Emílio Scuissiato,Fazendinha,Curitiba/PR,81330-270
Rua Antônio Vivaldi,Fazendinha,Curitiba/PR,81330-280
Rua Igor Stravinski,Fazendinha,Curitiba/PR,81330-290
Rua Vereador Elias Karam,Fazendinha,Curitiba/PR,81330-300
Rua Joni Francisco Jensen,Fazendinha,Curitiba/PR,81330-302
Travessa Geraldo Cesar Sganzela,Fazendinha,Curitiba/PR,81330-304
Rua Pablo Picasso,Fazendinha,Curitiba/PR,81330-310
Rua General Potiguara - de 1761/1762 ao fim,Fazendinha,Curitiba/PR,81330-320
Rua Alberto Torres,Fazendinha,Curitiba/PR,81330-330
Rua Fidelino Figueiredo,Fazendinha,Curitiba/PR,81330-340
Rua Martins Fontes,Fazendinha,Curitiba/PR,81330-350
Jardinete Alcides Alves Baptista,Fazendinha,Curitiba/PR,81330-352
Rua Vicente Celestino,Fazendinha,Curitiba/PR,81330-360
Rua Viriato Corrêa,Fazendinha,Curitiba/PR,81330-370
Rua Berta Klemtz,Fazendinha,Curitiba/PR,81330-380
Rua Sezinando Martinho da Cruz,Fazendinha,Curitiba/PR,81330-390
Avenida Alcir Martins Bastos,Fazendinha,Curitiba/PR,81330-400
Rua José Teixeira de Mello,Fazendinha,Curitiba/PR,81330-410
Rua Edgard Rose,Fazendinha,Curitiba/PR,81330-420
Rua Júlio Mesquita,Fazendinha,Curitiba/PR,81330-430
Rua Pedro Barcik Sobrinho,Fazendinha,Curitiba/PR,81330-440
Rua João Emídio Jungles,Fazendinha,Curitiba/PR,81330-450
Rua Álvaro José da Costa,Fazendinha,Curitiba/PR,81330-460
Rua Márcio José Reche Pinhelli,Fazendinha,Curitiba/PR,81330-470
Rua Leonardo Javorski,Fazendinha,Curitiba/PR,81330-480
Rua Afrânio Peixoto,Fazendinha,Curitiba/PR,81330-490
Rua Francisco Tessari,Fazendinha,Curitiba/PR,81330-495
Rua Maximiliano Boscardin,Fazendinha,Curitiba/PR,81330-500
Rua Matias de Albuquerque,Fazendinha,Curitiba/PR,81330-510
Rua Aristides Fioravante,Fazendinha,Curitiba/PR,81330-520
Rua Oswaldo de Abreu Silva,Fazendinha,Curitiba/PR,81330-530
Rua Carlos João Goudard,Fazendinha,Curitiba/PR,81330-540
Rua Daniel Comboni,Fazendinha,Curitiba/PR,81330-550
Rua Abdo Zeghbi,Fazendinha,Curitiba/PR,81330-570
Rua Arthur Martins Franco - de 2541/2542 ao fim,Fazendinha,Curitiba/PR,81330-580
Rua Roberto Peixoto de Souza,Fazendinha,Curitiba/PR,81330-590
Rua Edvino Antônio Deboni,Fazendinha,Curitiba/PR,81330-600
Rua Idete Scuissiatto,Fazendinha,Curitiba/PR,81330-610
Rua Pedro Floriano Sobrinho,Fazendinha,Curitiba/PR,81330-620
Rua Maurilho da Silva,Fazendinha,Curitiba/PR,81330-630
Rua Eugênio Link,Fazendinha,Curitiba/PR,81330-640
Rua Raimundo Teobaldo Costa,Fazendinha,Curitiba/PR,81330-650
Rua Elói Micheleto,Fazendinha,Curitiba/PR,81330-660
Rua João Sawaf,Fazendinha,Curitiba/PR,81330-670
Rua Léia Filomena Dias,Fazendinha,Curitiba/PR,81330-680
Rua João Bettega - de 2967 a 6865 - lado ímpar,Cidade Industrial,Curitiba/PR,81350-000
Rua Professor Algacyr Munhoz Mader - de 2891/2892 ao fim,Cidade Industrial,Curitiba/PR,81350-010
Rua Manoel Amaro Accordi,Cidade Industrial,Curitiba/PR,81350-012
Rua João Garbers,Cidade Industrial,Curitiba/PR,81350-014
Rua Vicente Gotrifid,Cidade Industrial,Curitiba/PR,81350-016
Rua Doutor Egon Armando Krueger,Cidade Industrial,Curitiba/PR,81350-020
Rua Telange Telon Alves,Cidade Industrial,Curitiba/PR,81350-030
Rua João Meneghetti,Cidade Industrial,Curitiba/PR,81350-035
Rua Raymundo Ramos Ferreira,Cidade Industrial,Curitiba/PR,81350-040
Rua Agílio Leão de Macedo,Cidade Industrial,Curitiba/PR,81350-050
Rua Doutor José Manoel Ribeiro dos Santos,Cidade Industrial,Curitiba/PR,81350-060
Praça Himer Macorin Lombardi,Cidade Industrial,Curitiba/PR,81350-062
Rua Gino Benuzzi,Cidade Industrial,Curitiba/PR,81350-070
Rua Luiz Valenza,Cidade Industrial,Curitiba/PR,81350-080
Rua Ludovico Zanier,Cidade Industrial,Curitiba/PR,81350-090
Rua Arthur Martins Franco - até 2539/2540,Cidade Industrial,Curitiba/PR,81350-100
Rua João Alves,Cidade Industrial,Curitiba/PR,81350-110
Rua Padre Emir Filter,Cidade Industrial,Curitiba/PR,81350-112
Rua Marcelo José Iohn,Cidade Industrial,Curitiba/PR,81350-114
Rua Luiz Cardoso,Cidade Industrial,Curitiba/PR,81350-120
Rua Doutor Ivan Ferreira do Amaral,Cidade Industrial,Curitiba/PR,81350-130
Rua Francisco Szurek,Cidade Industrial,Curitiba/PR,81350-140
Rua do Aço,Cidade Industrial,Curitiba/PR,81350-150
Rua Evilázio Oliveira,Cidade Industrial,Curitiba/PR,81350-152
Avenida Juscelino Kubitschek de Oliveira - de 7041 a 9899 - lado ímpar,Cidade Industrial,Curitiba/PR,81350-160
Rua Amor-perfeito,Cidade Industrial,Curitiba/PR,81350-161
Rua da Graça,Cidade Industrial,Curitiba/PR,81350-162
Rua Pérola Negra,Cidade Industrial,Curitiba/PR,81350-163
Rua Favo de Mel,Cidade Industrial,Curitiba/PR,81350-164
Rua Estrela do Sul,Cidade Industrial,Curitiba/PR,81350-165
Rua das Conchas,Cidade Industrial,Curitiba/PR,81350-166
Rua Ilha Bela,Cidade Industrial,Curitiba/PR,81350-167
Rua Doutor Rafael Simille Ribeiro,Cidade Industrial,Curitiba/PR,81350-168
Rua Benedita Leão Silveira Pereira,Cidade Industrial,Curitiba/PR,81350-170
Rua Francisco Mildemberg,Cidade Industrial,Curitiba/PR,81350-190
Rua Senador Accioly Filho - de 1726/1727 ao fim,Cidade Industrial,Curitiba/PR,81350-200
Rua Rudi Labsch,Cidade Industrial,Curitiba/PR,81350-210
Rua Deputado João Ribeiro Júnior,Cidade Industrial,Curitiba/PR,81350-220
Rua Engenheiro Ariel Villar Tacla,Cidade Industrial,Curitiba/PR,81350-230
Rua Celestino Messing de Siqueira,Cidade Industrial,Curitiba/PR,81350-240
Rua João Kalinowski,Cidade Industrial,Curitiba/PR,81350-250
Rua Desembargador Cid Campelo - de 4271/4272 a 6574/6575,Cidade Industrial,Curitiba/PR,81350-260
Rua Fioravante José Beraldin,Cidade Industrial,Curitiba/PR,81350-261
Rua Alberto Antoniacomi,Cidade Industrial,Curitiba/PR,81350-262
Rua Estanislau Biernaski,Cidade Industrial,Curitiba/PR,81350-263
Rua Gregório Skora,Cidade Industrial,Curitiba/PR,81350-264
Rua Desembargador Segismundo Gradowski,Cidade Industrial,Curitiba/PR,81350-265
Rua Doutor Carlos Alberto Raitani Condessa,Cidade Industrial,Curitiba/PR,81350-267
Rua Leonor Fiori Granato,Cidade Industrial,Curitiba/PR,81350-268
Rua Otto Oscar Schmeiske,Cidade Industrial,Curitiba/PR,81350-270
Rua João Bettega - de 3152 ao fim - lado par,Cidade Industrial,Curitiba/PR,81350-274
Rua Nelson Borba,Cidade Industrial,Curitiba/PR,81350-280
Rua Mário Fogaça,Cidade Industrial,Curitiba/PR,81350-282
